case,r,t,u,r0,u0,D,sc,p
2,3.050000e-01,2.100000e+01,7.896860e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,5.000000e-01,2.700000e+01,4.879548e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.750000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.000000e-02,1.500000e+01,7.811433e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,2.550000e-01,1.200000e+01,2.550000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,5.000000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.700000e-01,1.200000e+01,4.700000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,1.200000e-01,2.700000e+01,9.999709e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.000000e-01,2.100000e+01,4.384847e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,4.450000e-01,2.700000e+01,4.450000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.600000e-01,9.000000e+00,2.600000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,8.500000e-02,1.200000e+01,1.869505e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,1.100000e-01,3.000000e+00,7.205099e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,1.500000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,3.750000e-01,2.700000e+01,9.680925e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,5.500000e-02,2.400000e+01,5.458733e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,4.500000e-01,6.000000e+00,1.079720e-19,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.450000e-01,6.000000e+00,7.233055e-12,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.000000e-01,1.200000e+01,4.435724e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.100000e-01,1.500000e+01,9.839314e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.900000e-01,1.800000e+01,3.303071e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.950000e-01,2.700000e+01,1.950000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,4.800000e-01,9.000000e+00,3.694262e-17,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,1.100000e-01,6.000000e+00,1.100000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,1.350000e-01,1.500000e+01,1.350000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.000000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.950000e-01,6.000000e+00,7.373468e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.400000e-01,3.000000e+01,9.976878e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,3.500000e-01,1.800000e+01,3.500000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,3.650000e-01,2.700000e+01,1.613036e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,2.600000e-01,1.200000e+01,5.766213e-05,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,5.500000e-02,2.700000e+01,9.999995e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,2.600000e-01,6.000000e+00,2.600000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,1.550000e-01,2.400000e+01,9.995877e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.000000e-01,6.000000e+00,2.000000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.750000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,1.750000e-01,1.800000e+01,2.660059e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.700000e-01,2.400000e+01,9.993725e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.650000e-01,3.000000e+01,9.955106e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.350000e-01,1.200000e+01,7.465690e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.850000e-01,2.400000e+01,4.850000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.850000e-01,2.400000e+01,2.850000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,3.300000e-01,2.100000e+01,7.675331e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.200000e-01,1.200000e+01,2.200000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,2.550000e-01,6.000000e+00,7.117260e-07,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,3.800000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.850000e-01,2.400000e+01,4.230295e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,1.850000e-01,1.500000e+01,1.027107e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,4.550000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,2.650000e-01,2.400000e+01,9.905790e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,3.000000e-01,2.400000e+01,9.774862e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.400000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,5.000000e-03,1.800000e+01,5.000000e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,1.950000e-01,2.100000e+01,1.950000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.900000e-01,2.400000e+01,4.900000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,1.900000e-01,3.000000e+01,6.210980e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,2.050000e-01,2.400000e+01,9.983367e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.750000e-01,6.000000e+00,1.348132e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,4.050000e-01,1.800000e+01,4.050000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,1.100000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.400000e-01,1.800000e+01,1.901457e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.850000e-01,1.800000e+01,1.850000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,3.100000e-01,3.000000e+00,1.677581e-19,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,2.450000e-01,1.500000e+01,3.476674e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.850000e-01,3.000000e+00,-2.105448e-62,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,3.450000e-01,2.100000e+01,3.450000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.350000e-01,3.000000e+01,2.350000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,3.700000e-01,3.000000e+01,9.948134e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.650000e-01,2.400000e+01,1.392567e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.700000e-01,1.800000e+01,2.565408e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,2.200000e-01,6.000000e+00,3.275240e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.600000e-01,6.000000e+00,3.600000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,7.500000e-02,1.200000e+01,7.500000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,3.500000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,3.500000e-01,1.200000e+01,5.659546e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,8.500000e-02,1.500000e+01,8.500000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.750000e-01,2.100000e+01,4.750000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,1.100000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.900000e-01,9.000000e+00,7.324531e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,4.400000e-01,1.500000e+01,1.292263e-09,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,2.050000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,2.750000e-01,1.500000e+01,1.394277e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,4.000000e-02,3.000000e+00,2.647785e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.500000e-01,3.000000e+00,1.135154e-35,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,2.050000e-01,6.000000e+00,8.170444e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.300000e-01,6.000000e+00,8.045804e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.750000e-01,3.000000e+01,9.602243e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.150000e-01,2.100000e+01,8.611362e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.400000e-01,9.000000e+00,4.176622e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.950000e-01,6.000000e+00,2.023036e-10,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,3.150000e-01,2.400000e+01,3.150000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,3.650000e-01,1.500000e+01,3.932443e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.000000e-02,1.800000e+01,9.996342e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.300000e-01,2.700000e+01,7.867988e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.300000e-01,2.400000e+01,1.535134e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,2.400000e-01,2.100000e+01,9.768791e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.550000e-01,2.400000e+01,3.132717e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.850000e-01,9.000000e+00,9.456028e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,4.300000e-01,1.200000e+01,8.784109e-08,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,3.800000e-01,6.000000e+00,1.414907e-14,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,1.700000e-01,2.400000e+01,1.700000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,3.800000e-01,1.200000e+01,4.824924e-09,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,3.050000e-01,2.400000e+01,9.647641e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.200000e-01,2.100000e+01,4.200000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.700000e-01,3.000000e+00,2.077976e-38,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,1.550000e-01,2.700000e+01,9.999744e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.450000e-01,1.800000e+01,8.694216e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.800000e-01,1.500000e+01,1.800000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,3.300000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.900000e-01,2.100000e+01,2.806106e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,2.450000e-01,2.700000e+01,9.993950e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.800000e-01,1.800000e+01,6.384289e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.950000e-01,3.000000e+00,4.275517e-17,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,2.650000e-01,3.000000e+01,9.998489e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.850000e-01,1.500000e+01,3.850000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,1.150000e-01,2.400000e+01,1.150000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,2.200000e-01,9.000000e+00,8.636729e-05,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,2.350000e-01,2.400000e+01,9.966067e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.550000e-01,2.100000e+01,3.550000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,1.550000e-01,2.100000e+01,1.550000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,4.500000e-02,9.000000e+00,9.512805e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.500000e-01,1.800000e+01,1.551209e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,4.100000e-01,2.700000e+01,9.215200e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.300000e-01,1.800000e+01,9.940088e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,1.350000e-01,9.000000e+00,2.998577e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.950000e-01,1.800000e+01,4.950000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,1.000000e-02,1.200000e+01,9.985309e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,1.600000e-01,1.800000e+01,9.849490e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.550000e-01,9.000000e+00,1.183852e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.600000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,7.000000e-02,3.000000e+00,3.031719e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,5.000000e-03,2.700000e+01,5.000000e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,4.000000e-01,9.000000e+00,5.662058e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.000000e-01,3.000000e+00,9.924611e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,3.050000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.100000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.150000e-01,2.400000e+01,9.999534e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,2.850000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,4.550000e-01,3.000000e+00,-2.880740e-79,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.450000e-01,3.000000e+01,2.450000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,9.000000e-02,1.800000e+01,9.982461e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.750000e-01,3.000000e+01,9.941806e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,5.000000e-01,1.500000e+01,9.429745e-08,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,3.400000e-01,1.200000e+01,1.241985e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.000000e-01,1.800000e+01,9.879097e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,0.000000e+00,2.100000e+01,1.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,4.150000e-01,3.000000e+01,4.715396e-05,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,3.000000e-02,1.800000e+01,9.999186e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,3.150000e-01,6.000000e+00,6.014600e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.600000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.500000e-02,2.400000e+01,9.999956e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.700000e-01,6.000000e+00,1.228643e-21,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.350000e-01,1.800000e+01,8.988126e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.800000e-01,2.100000e+01,3.470046e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,4.400000e-01,3.000000e+00,2.469824e-34,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,4.800000e-01,2.700000e+01,7.994156e-07,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.950000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,7.000000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.450000e-01,3.000000e+00,5.776656e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.800000e-01,2.100000e+01,2.800000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,6.000000e-02,1.800000e+01,9.996704e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,4.450000e-01,2.700000e+01,4.307576e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.100000e-01,1.200000e+01,2.271540e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,8.000000e-02,2.700000e+01,8.000000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,4.000000e-02,2.100000e+01,9.999279e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,6.000000e-02,1.800000e+01,6.000000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.500000e-01,3.000000e+01,4.500000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.300000e-01,1.500000e+01,1.885537e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.800000e-01,1.200000e+01,5.265215e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,4.500000e-01,3.000000e+01,1.034771e-05,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,5.000000e-03,6.000000e+00,9.547484e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,2.150000e-01,1.800000e+01,6.468927e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.550000e-01,1.200000e+01,7.452728e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.400000e-01,1.500000e+01,8.504300e-06,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,2.000000e-02,9.000000e+00,9.778013e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.200000e-01,1.800000e+01,1.282307e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,3.300000e-01,1.800000e+01,3.011198e-05,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.850000e-01,3.000000e+00,1.492463e-07,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.900000e-01,1.200000e+01,1.918253e-09,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.450000e-01,1.200000e+01,1.723552e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,3.700000e-01,2.100000e+01,3.700000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,2.400000e-01,9.000000e+00,3.598960e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,3.250000e-01,6.000000e+00,3.250000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,2.650000e-01,1.800000e+01,6.607242e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,2.450000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,4.650000e-01,3.000000e+00,-9.217384e-82,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.950000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,2.500000e-01,2.400000e+01,6.091982e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,3.100000e-01,3.000000e+01,2.350359e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,6.000000e-02,2.100000e+01,4.812172e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,3.150000e-01,1.200000e+01,7.856545e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.200000e-01,1.500000e+01,7.025881e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,2.000000e-01,1.500000e+01,8.128089e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,3.800000e-01,1.500000e+01,7.270410e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.650000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,3.850000e-01,3.000000e+01,3.850000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,2.000000e-02,1.200000e+01,9.970702e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,2.050000e-01,1.500000e+01,2.050000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.200000e-01,2.400000e+01,4.200000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.600000e-01,9.000000e+00,4.600000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,3.600000e-01,6.000000e+00,6.991729e-13,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,5.500000e-02,2.400000e+01,9.999958e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.300000e-01,6.000000e+00,4.468445e-18,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.200000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.750000e-01,6.000000e+00,8.574558e-22,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,2.000000e-02,2.400000e+01,9.999993e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.050000e-01,1.800000e+01,1.515072e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.050000e-01,9.000000e+00,1.636355e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,9.000000e-02,1.800000e+01,9.988758e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.750000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,4.500000e-01,1.500000e+01,3.758064e-06,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.900000e-01,6.000000e+00,2.353464e-23,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.250000e-01,3.000000e+01,9.810943e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,2.950000e-01,2.100000e+01,8.375234e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,3.700000e-01,3.000000e+00,2.564065e-25,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.300000e-01,9.000000e+00,4.085580e-05,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,2.500000e-02,3.000000e+00,-4.174442e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,2.850000e-01,6.000000e+00,1.764052e-08,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,3.250000e-01,1.500000e+01,3.789823e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.450000e-01,9.000000e+00,3.718663e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,2.650000e-01,9.000000e+00,2.624795e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.750000e-01,1.500000e+01,2.675268e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.400000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.850000e-01,3.000000e+01,1.850000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,3.750000e-01,1.200000e+01,3.750000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.750000e-01,2.100000e+01,2.750000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,4.900000e-01,2.100000e+01,5.688429e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,2.200000e-01,6.000000e+00,6.688568e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.500000e-02,2.100000e+01,9.999400e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.950000e-01,2.100000e+01,3.778444e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,3.250000e-01,1.200000e+01,5.254059e-07,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,1.950000e-01,3.000000e+00,4.195055e-09,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
