case,r,t,u,r0,u0,D,sc,p
1,4.150000e-01,9.000000e+00,8.837960e-11,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.350000e-01,1.200000e+01,5.332530e-08,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,7.000000e-02,3.000000e+01,9.999987e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.500000e-01,6.000000e+00,1.500000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.700000e-01,3.000000e+01,9.137274e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,1.600000e-01,3.000000e+00,3.612059e-06,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.450000e-01,1.500000e+01,4.415102e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,7.500000e-02,3.000000e+01,9.999998e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.450000e-01,1.500000e+01,3.450000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,4.500000e-01,6.000000e+00,4.500000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,1.400000e-01,1.800000e+01,9.926266e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.350000e-01,6.000000e+00,6.138662e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.700000e-01,6.000000e+00,5.312857e-09,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,4.600000e-01,3.000000e+01,9.659655e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.000000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.150000e-01,1.500000e+01,9.774309e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,2.450000e-01,9.000000e+00,1.224097e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.800000e-01,1.800000e+01,4.800000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,2.050000e-01,1.800000e+01,9.413704e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,2.100000e-01,2.100000e+01,2.100000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.450000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,4.350000e-01,2.700000e+01,7.007489e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,9.000000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,9.500000e-02,3.000000e+00,1.569023e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.500000e-02,9.000000e+00,9.836971e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,3.000000e-01,2.100000e+01,8.147255e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,4.450000e-01,6.000000e+00,5.138802e-21,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,1.250000e-01,3.000000e+01,1.250000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,1.100000e-01,3.000000e+00,-6.708973e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,3.650000e-01,2.100000e+01,5.312047e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.400000e-01,9.000000e+00,3.492042e-12,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.900000e-01,1.200000e+01,3.870587e-06,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,2.500000e-02,2.400000e+01,9.999923e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,3.100000e-01,3.000000e+01,3.100000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,3.200000e-01,6.000000e+00,1.492425e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,3.050000e-01,6.000000e+00,5.118131e-11,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,2.400000e-01,1.800000e+01,8.116498e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.600000e-01,3.000000e+00,4.973625e-37,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.600000e-01,3.000000e+01,1.161556e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,1.000000e-02,6.000000e+00,9.265867e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,1.300000e-01,2.100000e+01,1.270892e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,2.800000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.250000e-01,1.500000e+01,9.752252e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,4.400000e-01,9.000000e+00,4.400000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,3.500000e-02,6.000000e+00,7.518769e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.500000e-01,1.800000e+01,9.901129e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.700000e-01,1.800000e+01,2.939749e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,1.950000e-01,1.200000e+01,2.785273e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,5.000000e-03,6.000000e+00,9.125235e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,3.900000e-01,3.000000e+01,3.900000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,3.100000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.750000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,1.150000e-01,6.000000e+00,1.150000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,1.000000e-02,2.700000e+01,1.000000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,3.800000e-01,1.800000e+01,1.583463e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,2.850000e-01,1.200000e+01,1.136612e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.500000e-01,3.000000e+00,2.090316e-35,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,2.350000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,4.200000e-01,6.000000e+00,5.134617e-19,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.600000e-01,6.000000e+00,1.249953e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.600000e-01,2.400000e+01,9.997562e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.650000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,3.550000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.300000e-01,2.400000e+01,9.997961e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.450000e-01,2.100000e+01,8.883352e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,2.750000e-01,6.000000e+00,2.750000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.000000e-01,2.700000e+01,2.000000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,2.900000e-01,1.800000e+01,6.350791e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.450000e-01,3.000000e+01,9.726266e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,4.000000e-02,1.200000e+01,4.000000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,3.800000e-01,1.800000e+01,5.318248e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.600000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.550000e-01,1.500000e+01,9.423967e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.450000e-01,3.000000e+00,1.944071e-22,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.200000e-01,1.500000e+01,9.729629e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.150000e-01,2.400000e+01,4.572440e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.800000e-01,2.700000e+01,3.800000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.350000e-01,2.700000e+01,7.611398e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.750000e-01,9.000000e+00,4.750000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,2.650000e-01,2.400000e+01,9.913054e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,8.500000e-02,2.700000e+01,9.999892e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,3.300000e-01,1.500000e+01,1.473849e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.800000e-01,6.000000e+00,1.713829e-22,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.800000e-01,9.000000e+00,1.411814e-14,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,6.000000e-02,3.000000e+01,5.556638e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.950000e-01,2.700000e+01,9.462512e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,5.000000e-03,3.000000e+01,5.000000e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,1.150000e-01,3.000000e+00,1.068128e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.000000e-01,9.000000e+00,2.813350e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,2.950000e-01,1.800000e+01,1.898123e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,3.250000e-01,2.100000e+01,3.250000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,4.150000e-01,2.700000e+01,9.112865e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.500000e-02,3.000000e+01,7.310245e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,3.100000e-01,3.000000e+00,-1.285673e-45,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,7.500000e-02,6.000000e+00,7.500000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,3.700000e-01,3.000000e+00,-6.204714e-59,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.550000e-01,2.100000e+01,2.550000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,1.750000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.150000e-01,6.000000e+00,2.953806e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,3.200000e-01,6.000000e+00,6.068383e-12,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,3.150000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,4.750000e-01,9.000000e+00,2.871077e-14,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.800000e-01,3.000000e+01,2.800000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,3.550000e-01,9.000000e+00,3.550000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,3.300000e-01,3.000000e+00,5.071112e-21,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.000000e-02,3.000000e+00,4.437671e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,2.900000e-01,9.000000e+00,3.148979e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.850000e-01,1.200000e+01,2.757190e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.800000e-01,2.400000e+01,9.158193e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.400000e-01,1.800000e+01,9.925570e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.000000e-02,3.000000e+00,7.559156e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.500000e-02,9.000000e+00,9.878972e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.500000e-02,1.500000e+01,8.349374e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,2.500000e-01,1.200000e+01,7.289527e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.900000e-01,3.000000e+01,1.900000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,5.000000e-02,1.500000e+01,9.974232e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.850000e-01,2.400000e+01,1.772605e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,5.000000e-01,2.400000e+01,8.981387e-08,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,4.700000e-01,6.000000e+00,2.291587e-21,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.100000e-01,2.700000e+01,1.100000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,2.750000e-01,9.000000e+00,9.874250e-07,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,5.000000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,4.850000e-01,6.000000e+00,2.145761e-24,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,4.700000e-01,2.700000e+01,1.258873e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.300000e-01,2.700000e+01,9.904471e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,3.050000e-01,9.000000e+00,7.996133e-06,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,7.000000e-02,2.100000e+01,9.998118e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.700000e-01,2.100000e+01,1.549533e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,2.150000e-01,6.000000e+00,1.106757e-04,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.250000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.850000e-01,3.000000e+00,3.204454e-40,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,8.500000e-02,6.000000e+00,4.378216e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.850000e-01,1.200000e+01,2.850000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,3.450000e-01,9.000000e+00,3.450000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,2.450000e-01,3.000000e+00,1.275294e-12,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,2.350000e-01,3.000000e+00,9.403490e-12,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,1.500000e-02,2.400000e+01,9.999995e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,2.500000e-02,1.500000e+01,9.995054e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,3.500000e-02,3.000000e+00,2.771393e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.800000e-01,2.400000e+01,8.231634e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,4.000000e-02,6.000000e+00,4.000000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,2.900000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,3.800000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,9.500000e-02,9.000000e+00,9.500000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,3.250000e-01,9.000000e+00,8.062680e-09,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,4.300000e-01,6.000000e+00,4.300000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,3.900000e-01,2.100000e+01,4.994166e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.250000e-01,6.000000e+00,1.431341e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.000000e-02,1.200000e+01,9.916721e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.900000e-01,2.700000e+01,3.900000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,3.700000e-01,1.500000e+01,3.700000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.150000e-01,1.500000e+01,5.983349e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,8.500000e-02,2.400000e+01,8.500000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,4.550000e-01,2.100000e+01,2.969106e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.150000e-01,3.000000e+00,4.417220e-31,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.350000e-01,1.800000e+01,9.935460e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.400000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,5.000000e-03,2.700000e+01,9.587147e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,1.150000e-01,3.000000e+00,4.125079e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,3.450000e-01,6.000000e+00,3.696377e-12,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,4.150000e-01,1.800000e+01,4.150000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,2.550000e-01,2.400000e+01,9.932818e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,1.550000e-01,1.500000e+01,9.115286e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,2.600000e-01,2.700000e+01,2.600000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,1.900000e-01,1.200000e+01,3.232514e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,5.000000e-02,6.000000e+00,5.000000e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,0.000000e+00,2.100000e+01,1.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,3.950000e-01,2.400000e+01,6.100431e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,1.400000e-01,2.100000e+01,9.985748e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,2.050000e-01,9.000000e+00,3.355690e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,1.050000e-01,9.000000e+00,5.995860e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,2.400000e-01,2.100000e+01,2.400000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,2.150000e-01,3.000000e+00,7.999891e-10,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.950000e-01,1.800000e+01,9.652757e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.300000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,4.250000e-01,3.000000e+00,2.290181e-32,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,4.850000e-01,2.700000e+01,6.580122e-07,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,3.450000e-01,1.500000e+01,6.461293e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,4.150000e-01,3.000000e+00,7.830510e-31,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.900000e-01,2.700000e+01,2.900000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,2.150000e-01,2.100000e+01,9.883628e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.000000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,1.150000e-01,2.700000e+01,2.338721e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,1.750000e-01,1.200000e+01,6.665290e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,3.550000e-01,2.100000e+01,4.406430e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,1.900000e-01,1.500000e+01,7.610107e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,3.500000e-02,1.500000e+01,9.984889e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,3.950000e-01,2.100000e+01,3.950000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
3,2.200000e-01,9.000000e+00,2.200000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
2,3.750000e-01,3.000000e+00,3.754897e-26,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
3,3.250000e-01,2.700000e+01,3.250000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,1.900000e-01,6.000000e+00,1.149074e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.200000e-01,3.000000e+00,1.255149e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,1.250000e-01,3.000000e+00,-6.054530e-12,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,4.650000e-01,3.000000e+00,2.645980e-38,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.500000e-02,3.000000e+01,9.999998e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.600000e-01,3.000000e+01,9.999833e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.250000e-01,1.500000e+01,2.785657e-05,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
1,2.150000e-01,1.200000e+01,2.682039e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.950000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,9.500000e-02,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.850000e-01,1.200000e+01,5.230252e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,3.150000e-01,6.000000e+00,3.150000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,1.000000e-01,6.000000e+00,2.839122e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,4.500000e-02,6.000000e+00,7.998860e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,4.200000e-01,2.100000e+01,1.332635e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,3.400000e-01,1.500000e+01,2.569663e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,1.000000e-01,9.000000e+00,7.471547e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,1.800000e-01,9.000000e+00,6.029480e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,7.000000e-02,1.200000e+01,2.770689e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
3,4.300000e-01,3.000000e+01,4.300000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,4.700000e-01,3.000000e+01,4.302660e-06,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,2.750000e-01,6.000000e+00,2.817613e-09,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
0,4.650000e-01,6.000000e+00,1.117158e-22,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.350000e-01,1.800000e+01,2.756300e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.000000e-01,2.700000e+01,9.957722e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,4.250000e-01,6.000000e+00,4.250000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
1,4.450000e-01,6.000000e+00,2.772410e-19,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,1.900000e-01,2.400000e+01,9.989037e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,3.300000e-01,9.000000e+00,3.300000e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,2.500000e-02,2.100000e+01,7.691439e-01,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,5.000000e-03,1.800000e+01,9.999635e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
1,3.750000e-01,1.500000e+01,2.066785e-03,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
2,4.650000e-01,1.500000e+01,1.064711e-06,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
2,4.850000e-01,2.400000e+01,8.150672e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
0,2.250000e-01,1.200000e+01,4.936500e-04,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,3.150000e-01,1.800000e+01,4.363332e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
3,2.450000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,5
0,2.450000e-01,2.700000e+01,1.125286e-02,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
1,2.000000e-02,1.800000e+01,9.998455e-01,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,0
0,2.400000e-01,1.800000e+01,2.375809e-03,5.000000e-01,1.000000e+00,2.000000e-09,0.000000e+00,0
2,4.900000e-01,2.400000e+01,7.432691e-02,5.000000e-01,1.000000e+00,2.000000e-09,8.000000e-06,1
